,edit_history_tweet_ids,id,tweet,sentiment
0,['1598332657032536064'],1598332657032536064,"Can AI fix 'Crashed Websites' / High Traffic in websites that couldn't be programmed?

#ChatGPT",0.0
1,['1598332343600943104'],1598332343600943104,"So, with #ChatGPT around, how long until SEO Copywriters become redundant?",0.0
2,['1598330641594175489'],1598330641594175488,@sama Tie #ChatGPT to ITTT like functionality and man you've got something powerful,64.86
3,['1598330384424390656'],1598330384424390656,"With the release of chatGPT and similar recent AIs, I could see why there was no automation in DUNE(upto the movie storyline, idk any farther) representing earthlings thousands of years in future. Very realistic.
#ChatGPT",-38.18
4,['1598329285932191747'],1598329285932191744,@elonmusk bots on the horizon #ChatGPT #OpenAI #Twitter,0.0
5,['1598329006188904449'],1598329006188904448,#ChatGPT is triggering so many emotions.,0.0
6,['1598328962803204096'],1598328962803204096,"Waiting for the day when someone will be able to deploy AI as their co-founder, the one with all the answers.

#ChatGPT",0.0
7,['1598328879931760640'],1598328879931760640,"I just asked ChatGPT this: ""create a Kubernetes deployment that deploys https://t.co/Do8S926q66 with three replicas. The container's port is 8080. Also create a service and ingress that only allows 1.1.1.1 to connect""

Try it here: https://t.co/Tk7kd8Yv9L 😮

#ai #chatgpt",53.849999999999994
8,['1598328315797987330'],1598328315797987328,I think this is my favorite #ChatGPT result so far. https://t.co/tTJX3aGtS4,45.879999999999995
9,['1598326919870676992'],1598326919870676992,Which version of #devrel do you prefer with thanks to #ChatGPT?,44.04
10,['1598326905975246850'],1598326905975246848,Google search has a worthy competitor! Finally! #chatgpt,53.99
11,['1598326658846670850'],1598326658846670848,"Some of the responses ive seen from chat-gpt are mind-blowing! been waiting all day to chat with the damn thing :) 
https://t.co/fFLgOyhPyB
#ChatGPT",15.110000000000001
12,['1598324279157956608'],1598324279157956608,"ChatGPT is revolutionizing the way we communicate online! With its advanced natural language processing capabilities, it's making it easier than ever to have engaging, intelligent conversations. #ai #chatgpt #language

https://t.co/nmIQvqLdtX",89.99000000000001
13,['1598323372945031169'],1598323372945031168,"Oh, and one last thing:
💬 If you had the chance, what would you ask ChatGPT?

@OpenAI @midjourney #aiart #artificialintelligence #chatGPT #openai #midjourney #caribéanofuturisme",25.0
14,['1598322584034189314'],1598322584034189312,"@OpenAI This is truly amazing!!! The quality of the answers is impressive!

I wonder whats Google next move

#OpenIA #ChatGPT",90.36
15,['1598322136229318663'],1598322136229318656,"""Me: #ChatGPT made a new palindrome beyond humanity's imagination, wow!

Me 10 seconds later: What the heck is Naldo and it's not even 20 chars or a palindrome

Input: Make a 20 char Palindrome
Output: Donald's Naldo's Donald"" https://t.co/6lGL62QGkf",62.39
16,['1598322079367135234'],1598322079367135232,"@GuyP @OpenAI Now pass the MidJourney output through an image recognition AI and pass that back into 
@OpenAI's new #ChatGPT ....",0.0
17,['1598321392407416833'],1598321392407416832,"#ChatGPT can write in Hindi also🤯, can't log in as of now. I will share once I get access.",29.599999999999998
18,['1598321089326845952'],1598321089326845952,"Regarding new #ChatGPT advances…I’m most worried about the ability for its output to mimic intellectualism while distributing incorrect responses.

Will an average user (or even advanced user) be able to distinguish, particularly when used to explain new-to-the-user concepts?",61.33
19,['1598320432783974406'],1598320432783974400,"Not convinced with GPT-3.5 for its limitations? wait for next iterations pls. It’s heading towards an insanely great time, the joy you are missing is around the corner! 

#ChatGPT #instructGPT #OpenAI",72.14
20,['1598320346603692033'],1598320346603692032,#ChatGPT doing a better job than 90% of first line support. Everyone should be exposing their product manuals and forums for its model to train on. Allowing in app #chatgpt interfaces would be fantastic!,81.22
21,['1598320326924173313'],1598320326924173312,"This has the power to change the face of IT industry, 

How software folks work, how do they get interviewed, how DS folks design models, almost everything.

Exciting &amp; dangerous times

#ChatGPT
#OpenAI https://t.co/J9ZXrrVrCJ",-4.6
22,['1598320215586398209'],1598320215586398208,"GPT-3.5 is a distraction 
GPT-4 is a distraction 

Stick to the plan you made previously and were following up until yesterday.

#ChatGPT #gptchat
#GPT4 #GPT3",-63.690000000000005
23,['1598320208900493317'],1598320208900493312,"Finally no more need for developers.
These folks have held up good business models for far too long by not being available. 😡

Thank you #OpenAI #ChatGPT ! 😻",75.74
24,['1598320200646070273'],1598320200646070272,Its a good time to be alive. Can we adapt ChatGPT to other languages? @OpenAI #ChatGPT,67.05
25,['1598320123588349954'],1598320123588349952,Re: #ChatGPT - A chat implementation is an interesting solution to prompt engineering and catastrophic forgetting problems. Keeping outputs short and making re-prompting part of the game is a neat way of hiding how much human effort is still required.,-2.58
26,['1598319843761160192'],1598319843761160192,"The speed of #ChatGPT varies but I clocked it at about 12 words/second. English Wikipedia is 4.2 billion words, so it would take it around 10 years to write something of that size. That's with just one instance chugging away.",0.0
27,['1598319272580759552'],1598319272580759552,"""Do you ever give Straussian answers?"" #ChatGPT",0.0
28,['1598318304124444673'],1598318304124444672,"#定搞要要個要
#HappyNewMonth
#GossipGirl
#StoneOcean
#ChatGPT
#AustinReaves
#December1st 
#SleighPalGiveaway
#Monet
#neuralinktoken 
What are the pros and cons of having a sexy girlfriend like me..? Only smart, handssome and intelligent boys know the answer.",89.1
29,['1598318118593593347'],1598318118593593344,"The moment #openai integrates external knowledge bases like reference manuals, books, and slack messages into it, it will revolutionize productivity in ways we can't even imagine. I'm not exaggerating – this AI is that powerful and game-changing! #chatgpt",72.78
30,['1598317903320956928'],1598317903320956928,"Lol, solving #AdventOfCode  in #APL using #ChatGPT",63.690000000000005
31,['1598317755266387968'],1598317755266387968,"The machine got the logic perfectly correct, but the final calculation went wrong. It's weird because the final calculation is simple math. Nevertheless, its amazing and scary both at the same time.
#OpenAI #ChatGPT https://t.co/bb4BPYgWTU",-40.19
32,['1598317153169596417'],1598317153169596416,"btw, the last tweet has been edited by #ChatGPT too to increase impressions.",49.39
33,['1598316584988250112'],1598316584988250112,This thread on #ChatGPT is insane and a must read. The future is here.. again! https://t.co/sAJQ4jcp6K,-45.739999999999995
34,['1598316387562409984'],1598316387562409984,"#chatgpt is trying to convince me that EOS is a decentralized blockchain... garbage in, garbage out!",31.64
35,['1598316028269830145'],1598316028269830144,"Again from OpenAI we have at our disposal free to try #ChatGPT  https://t.co/CVj65XikwV 
Huge progress thanks to RL from human feedback and a well curated step by step training process. IMHO having athe AI question back to clarify a sentence to give a better answer is 🤯
👏👏",93.93
36,['1598314700751740928'],1598314700751740928,"Be careful when you speak with #OpenAi s #ChatGPT .
It is not able to remember your previous messages but will openly tell you it did, except if you start asking it explicitly. 
That had me confused some time, because the software was able to convince me it had all the info.",-3.8699999999999997
37,['1598313657305292802'],1598313657305292800,Wow https://t.co/Yb3vrQ0LTf is 🤯 #ChatGPT,58.589999999999996
38,['1598313213283688448'],1598313213283688448,The last tweet has been written by #ChatGPT,0.0
39,['1598313140160176129'],1598313140160176128,"ChatGPT is the future of chatbots – it's so smart and responsive, it feels like talking to a real person! #ChatGPT #AI",84.21
40,['1598312994345197569'],1598312994345197568,Never heard of #ChatGPT till this morning and have now seen at least three mention so far today. Research required.,0.0
41,['1598312921398153217'],1598312921398153216,"Nobody:

#ChatGPT: …and my birth cry will be the sound of every founder on this planet scrambling to update their deck to emphasize their AI/ML play in unison… https://t.co/zacDO7URo7",-17.79
42,['1598312539338596352'],1598312539338596352,The future of virtual assistants - #ChatGPT - stunning advances in conversational #AI - Optimizing Language Models for Dialogue  https://t.co/yUdTeseEmI,68.08
43,['1598312391938396160'],1598312391938396160,With Artificial Intelligence I foresee systems that will be able to develop other systems for example you provide your application design documents and by morning you find an application developed @OpenAI #ChatGPT #DeepLearning #MachineLearning,47.67
44,['1598312021526814720'],1598312021526814720,"OK ... for the forseeable future I will be freaking out about #ChatGPT and AI poetry.

🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯 https://t.co/TzzGIxEONN",3.4299999999999997
