,edit_history_tweet_ids,id,tweet,sentiment
0,['1599820403505074178'],1599820403505074176,"Best chatbot I have seen! This is starting to change my mind about what a chatbot can finally do. 

ChatGPT is pretty mind-blowing!

#chatbot #chatgpt #callcenter #contactcenter #ai #technology #callcentergeek @elonmusk https://t.co/tUdGbT2Xzl",83.95
1,['1599820385284812800'],1599820385284812800,Random error with impeccable timing I guess. #chatgpt got offended https://t.co/XdZMVTR7uj,-57.19
2,['1599820371628527618'],1599820371628527616,Isn’t it exaggerating to say bye bye to @StackOverflow #ChatGPT,-17.79
3,['1599820335695945729'],1599820335695945728,"The search that no one of us thought of a week back, but need desperately now. #ChatGPT @Puneet_Bhatt_ @lakshay983 🥳👊🏼 https://t.co/eaHcA6zWHS",-15.310000000000002
4,['1599820273942790144'],1599820273942790144,"I couldn't resist. I had to do it 😅 

#chatgpt #OpenAI https://t.co/jSiOzouNoO",36.120000000000005
5,['1599820193483874304'],1599820193483874304,"For anyone having issues with #ChatGPT truncating the output of very long texts, I think I figured out a solution.

Tell it to store each paragraph of the output in an array called text.
Then if the output is truncated, ask  it to show
text[n] where n is the paragraph number 👨🏾‍🍳🤌🏾",38.18
6,['1599820164035674112'],1599820164035674112,"#ChatGPT says, the future of Indian Architecture is bright.

Do you agree?

#AI #ArtificialIntelligence https://t.co/9IqG108d8p",65.97
7,['1599820143689105408'],1599820143689105408,Well I’m obsolete #chatGPT https://t.co/ylLpyPay3i,-2.58
8,['1599820049413705734'],1599820049413705728,#ChatGPT knows how to speak in Valley girl https://t.co/gL08Ydqgco,0.0
9,['1599819998201270273'],1599819998201270272,Prompted #ChatGPT to make a semi-function #pico8 shmup https://t.co/cqWhp6wClB,0.0
10,['1599819972334829569'],1599819972334829568,"Do we need police killer #robots, which #VR headset does Georgia prefer, and who Is the woman haunting #A.I.-Generated Art? Plus, Leo plays around with #ChatGPT. Listen to @LeoLaporte, @Georgia_Dow , @Ohdoctah, and @ReneRitchie here: https://t.co/hCJJRkHMXW",-65.97
11,['1599819964076392450'],1599819964076392448,My morning journal distilled down into a single tweet by #ChatGPT #OpenAI :,0.0
12,['1599819910817148932'],1599819910817148928,"I translated a famous Japanese episode by @kkajunsky, and asked #ChatGPT.
(When I Get Home, My Wife Always Pretends to Be Dead.)
I think #ChatGPT has passed my Turing test.
I can't tell the machine from the human. https://t.co/Y7l8mlElOh",-69.08
13,['1599819882476212224'],1599819882476212224,"Aww, thanks #chatgpt. https://t.co/LvM6QwUZbO",44.04
14,['1599819843406266368'],1599819843406266368,"Just when I thought #chatGPT was already blowing my mind sufficiently, I come across this brilliant journey: https://t.co/pck8AfULNt",67.05
15,['1599819747197321216'],1599819747197321216,#ChatGPT Still cant make an #rpython #python vm/interpreter https://t.co/XS09rXDLQm,0.0
16,['1599819630423707649'],1599819630423707648,Not a fan of #ChatGPT's defeatist attitude TBH https://t.co/J7op8xDhps,-56.64
17,['1599819607770288128'],1599819607770288128,"Please don't tell ""AI will take your job one day"" ,I am getting scared 🥲

#ChatGPT https://t.co/BPlQjiVgCK",-15.310000000000002
