,edit_history_tweet_ids,id,tweet,sentiment
0,['1600540896210354176'],1600540896210354176,"@RichardMCNgo https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
1,['1600540813074878465'],1600540813074878464,"😅😂🤣💀

This is great. #ChatGPT prompted to have Donald Trump explain #bitcoin: https://t.co/BFYlZZiD4o",91.36
2,['1600540657722220550'],1600540657722220544,"@ThankYourNiceAI @Miles_Brundage https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
3,['1600540507910082560'],1600540507910082560,"I‘m participating in the #Pisces #AIGC Campaign to win $300 and #Freemint #NFT, thanks to @PiscesBaishui ’s #giveaway! #ChatGPT #OpenAI",79.01
4,['1600540463248789505'],1600540463248789504,"Thanks to #ChatGPT, it truly feels like we're on the verge of a ""Quartz Crisis"" in tech",49.39
5,['1600540435721908224'],1600540435721908224,"Important to remember that, as magical as LLM's like #ChatGPT may be, they are still only as good as the data they are trained on. 

It seems that #ChatGPT is both very liberal, as well as somewhat prejudice. https://t.co/ZrxqQ4Uu2u",67.64
6,['1600540410967134209'],1600540410967134208,"@janleike https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
7,['1600540263231152129'],1600540263231152128,"@sama @bradlightcap https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
8,['1600540149389168641'],1600540149389168640,@sanjmeh Everyone is offloading their work to #ChatGPT. AI is replacing a lot of skills 😮,0.0
9,['1600540037204283393'],1600540037204283392,"@npew https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
10,['1600539887186255877'],1600539887186255872,"Love this! Between #stablediffusion, #bloom, and #ChatGPT - Generative AI is rapidly moving through the toy phase.

Now is the time to make disruptive innovation.

#Entrepreneur #generativeai https://t.co/0YIF0wseOy",69.96
11,['1600539882686152709'],1600539882686152704,"@samczsun https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
12,['1600539833705037829'],1600539833705037824,".@dustyweb described #ChatGPT as “mansplaining-as-a-service” and I can’t stop laughing

#AI #ArtificialIntelligence #ML #MachineLearning #OpenAI",25.0
13,['1600539716197269520'],1600539716197269504,Reading for Mila content generated by #ChatGPT 🤯🤯🤯,0.0
14,['1600539694571614208'],1600539694571614208,"@AndrewMayne https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
15,['1600539543744045056'],1600539543744045056,🎯Want your dialogue model to generate impressive responses like #ChatGPT🤯but don’t have the compute like #OpenAI? Try our new data Reflect💡accepted to #EMNLP2022 that helps models generate 30% more quality responses! Our secret is annotating common ground between speakers 🧵 https://t.co/4asScrWDIa,88.05
16,['1600539474382946304'],1600539474382946304,"Going live now to talk #Web3, #crypto, #FTX, #ChatGPT, and much more. Join in on the fun!

https://t.co/ui2HBD1LXQ https://t.co/33FhgAdYUG",72.57000000000001
17,['1600539435711361025'],1600539435711361024,Pretty sure #ChatGPT needs a server upgrade already.,67.05
18,['1600539336159920128'],1600539336159920128,I added more $snx bc #ChatGPT basically told me to. @synthetix_io,0.0
19,['1600539199878221824'],1600539199878221824,What about #ChatGPT ?,0.0
20,['1600539190483034113'],1600539190483034112,"ChatGPT banned from Stackoverflow. As much as I like AI, in software development false positives can be dangerous.  https://t.co/jfzFIVCLv4 #ChatGPT #ai #softwaredevelopment",-5.16
21,['1600539182157352960'],1600539182157352960,"I have many more features planned:

- #ChatGPT to ask questions about the sentence
- Hover words for dictionary
- Various display modes with progressively less hand-holding (Hide romaji, neighbor words, colors, images, etc.)
- Link to subtitles in MPV

Share any ideas you have!",33.36
22,['1600538903198326784'],1600538903198326784,Is #chatgpt already down for anyone else?,0.0
23,['1600538832763748352'],1600538832763748352,Give #ChatGPT a break now please!!!! Servers are clogged and I am unable to play with it anymore.,70.67
24,['1600538727490768898'],1600538727490768896,And #ChatGPT gets it right again 😄,67.05
25,['1600538653889298433'],1600538653889298432,A Look at ChatGPT from a Hacker’s POV https://t.co/ooFS4WPCJw #chatgpt #ai #hacker,0.0
26,['1600538567784398849'],1600538567784398848,"Open AI is some scary stuff.

I just wrote 10 business ideas that I NEEDED in a span of 10 seconds vs by hand in 1-2 hours. #ChatGPT",0.0
27,['1600538565607407624'],1600538565607407616,"Unpopular opinion: ChatGPT’s ability to interpret your question and classify it as appropriate or inappropriate, based on a specific humans values, skews it’s entire validity as an objective tool. It cannot be compared to a search engine. #ChatGPT #openai",61.24000000000001
28,['1600538450503110658'],1600538450503110656,Tech workers when #ChatGPT goes down during a work day despite only existing for a week: https://t.co/f3aAqmCsBw,0.0
29,['1600538325240414214'],1600538325240414208,#ChatGPT is back! Thank you AI gods. https://t.co/JhEUiHUfE9,41.99
30,['1600538204033409024'],1600538204033409024,"@bentossell https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
31,['1600538143295705088'],1600538143295705088,"@RShoukhin https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
32,['1600538038278688769'],1600538038278688768,"@juanbuis @GuyP https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
33,['1600538018464796672'],1600538018464796672,"I think it was me, I told a joke to #ChatGPT. Now it's down.. :(",-17.79
34,['1600537971597385728'],1600537971597385728,add more servers. add more compute #ChatGPT,0.0
35,['1600537944359673857'],1600537944359673856,"#ChatGPT
ChatGPT - do you ❤ or 🤬? https://t.co/ak0AYlNUID",63.690000000000005
36,['1600537884070903808'],1600537884070903808,@manish_virgat @elonmusk Thanks 🙏! This is much needed as #ChatGPT is blasting my feed,49.26
37,['1600537662963998720'],1600537662963998720,"@gdb https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
38,['1600537616495300608'],1600537616495300608,"@gdb https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
39,['1600537549344325652'],1600537549344325632,And there you have it... only if the servers would stay up...sigh it seems everyone is looking for answers #ChatGPT https://t.co/0iLPB7QVdA,0.0
40,['1600537484508925952'],1600537484508925952,"@sama https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
41,['1600537448907522060'],1600537448907522048,#chatGPT down?,0.0
42,['1600537434416386048'],1600537434416386048,"https://t.co/4jqx0uzmrK
Ai search 
#ChatGPT #ai #web3 #OpenAIChat #openai #agi #BNB #BNBChain #Google #bing #web3community #SmartNews #Apple",0.0
43,['1600537415051276288'],1600537415051276288,"When #ChatGPT  goes down, people start to gain back perspective",52.669999999999995
44,['1600537388664881152'],1600537388664881152,"ChatGPT's outreach messages and emails might not be the best way to reach out to candidates, considering it was trained on data created by average recruiters.

Let’s just say that if you're looking for something special in your messaging - this isn't the place to look! #ChatGPT",42.61
45,['1600537327134466049'],1600537327134466048,"@miramurati https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
46,['1600537240316542976'],1600537240316542976,"@miramurati @ilyasut https://t.co/1B4fnpTldH
https://t.co/HorzIGI2XW
https://t.co/dCcAY24Fvl
these domains are for sale！
#OpenAI #ChatGPT",0.0
47,['1600537188277837825'],1600537188277837824,"Want to kick off 2023 with the right hires at your company?

You probably don't need #ChatGPT. (Yet.) Here are 8 tools every recruiter should already be using—if they're not already:",7.720000000000001
48,['1600537111194746895'],1600537111194746880,"It took #ChatGPT less than 5 days to cross 1M users. 

It took Instagram two years to break that threshold.",0.0
49,['1600536969997537280'],1600536969997537280,#ChatGPT  down!!! https://t.co/AYWrghuLJf,0.0
50,['1600536950930227200'],1600536950930227200,"Is ChatGPT crashed？？？loop in the /auth/login，and become very very slow.
#ChatGPT  #OpenAIChat",0.0
51,['1600536869456039937'],1600536869456039936,"Good, so #AI is finally replacing those types of work that have a significant disproportion between value and price. Thanks.
#ChatGPT",84.02
52,['1600536863001001988'],1600536863001001984,One thing I always ponder about viral-techs like #ChatGPT is that how long is their marketing lifecycle?,36.120000000000005
53,['1600536857506631680'],1600536857506631680,I think I broke #ChatGPT too many questions lol,0.0
54,['1600536750769963008'],1600536750769963008,lol I should have created a new twitter profile for my #chatgpt stuff like I did for my AI artwork @DigitalLumen. This twitter account was supposed to be dedicated to trading. Sowy.,85.19
