,edit_history_tweet_ids,id,tweet,sentiment
0,['1599076627165900801'],1599076627165900800,"@prepaid_pips Had long conversation about kids and #ChatGPT and #GPT3 

Wondered how long until schools realize why essays are so good, homework near perfect.

18 yr replied..... gonna be a lot of test on paper that the teachers will scan on phone &amp; let AI do the grading.",81.47
1,['1599076183953485824'],1599076183953485824,"You can ask #ChatGPT about #Flutter and can give you code examples. I asked about the use of Riverpod with complex model classes, how to update them or even how to use socket libraries with #Flutter and I got everything with full description.",0.0
2,['1599076136830398464'],1599076136830398464,"The coolest thing about #chatGPT is that for the first time in my life I actually believe that there is, “no such thing as a stupid question.”",-52.669999999999995
3,['1599076047122706434'],1599076047122706432,"#ChatGPT is the biggest shift in computing I've seen in at least a decade. Whereas, I never saw a clear line in value creation for web3, I can see trillions of dollars in value in #ChatGPT. We can solve real problems with this.",42.449999999999996
4,['1599075987236716546'],1599075987236716544,"I can't help hear the rhythm from Swindler's Lust when I read this from #ChatGPT. It was the first thing I heard from #PublicEnemy which l downloaded and couldn't stop playing back in 1999 so it plays on in me.

If you don't have any of their albums get one now! 

👃Chuck D https://t.co/iyJkgcZnX6",55.86
5,['1599075843417907200'],1599075843417907200,We tested @openAI's #ChatGPT. You'll definitely want to read this post from @paulroetzer. 👀 #marketingAI #content #contentmarketing https://t.co/vT36ZSjozI,45.879999999999995
6,['1599075324519542785'],1599075324519542784,This is a fascinating use of #ChatGPT https://t.co/2b50SJuw4Q,54.230000000000004
7,['1599075288474087426'],1599075288474087424,"#ChatGPT is amazing, it makes you wonder what book writing and essay writing will look like in the future! https://t.co/aHjWi0pYBT",76.44
8,['1599074938455228420'],1599074938455228416,"The overall impression was that I'm working with a junior/mid-level programmer together. Maybe it's not 2 heads, but 1.5 heads for sure, and a lot of saved time.

Thanks, #OpenAI for #ChatGPT !",90.51
9,['1599074538696118273'],1599074538696118272,"When #ChatGPT outputs code … you can tell it to chng a var or method, w/ or w/out specifying the new name, &amp; it will output the same code with those variables changed … you can also tell it to add a specific property to a class … and will update the whole code based on that 🤯 https://t.co/JykAvmWIEn",0.0
10,['1599074146780008448'],1599074146780008448,We could focus on more challenging cognitive work to use data and evidence to allocate resources. And even that will one day be replaced with tooling that is as intuitive and accessible as #ChatGPT. Finally...,22.470000000000002
11,['1599074091360989184'],1599074091360989184,"First #ChatGPT will take over your twitter feed, then the 🌎.",0.0
12,['1599073839811788800'],1599073839811788800,"With new AI tools such as #ChatGPT #stablediffusion #midjourney and many more, we're on the cusp of an AI revolution that will shape our lives much faster that most people realise.",0.0
13,['1599073826507137024'],1599073826507137024,GPT-3 has suddenly made everyone much better at coding in all existing programming languages… #ChatGPT,44.04
14,['1599073734098198528'],1599073734098198528,I hope widespread adoption of tools like #ChatGPT helps us recognize the meaningless activities that we currently undertake as part of our jobs. This could lead us to eliminate things like competitive grants. Instead...,84.81
15,['1599073668369305600'],1599073668369305600,"Raising a pre-seed round of funding can be a challenging but necessary step for many startups. Here's a guide on how to do it successfully:

(According to 🤖 #ChatGPT )

🧵",68.08
16,['1599073592826007558'],1599073592826007552,"This is totally wild! And a good test of what #ChatGPT by @OpenAI can do. 

I was intrigued by ChatGPT’s answers as most of what I know about lumber is from a previous Odd Lots episode 😉 What would it spit out if the question was to @LumberTrading, no matter he is in the US? https://t.co/undtaq12mq",20.66
17,['1599073373547470848'],1599073373547470848,That’s a pretty good joke #chatGPT #AI https://t.co/KGUlnbiT6G,80.74
18,['1599072878187909121'],1599072878187909120,#chatGPT #openAI example quires  #insane #artificialintelligence https://t.co/CY6C0UCTmv,-40.19
19,['1599072806071070720'],1599072806071070720,"If yes, here is one up for submission: 😀
https://t.co/vReOiAf4mI

#ChatGPT",63.690000000000005
20,['1599072273968730113'],1599072273968730112,#ChatGPT  #OpenAI's ChatGPT Streamlit Series Part 1 Account Creation https://t.co/iwZ3RH6IVa,27.32
21,['1599072212673519616'],1599072212673519616,"Hello #chatgpt 
Can you code an #AI agent that is more intelligent than youself?",50.949999999999996
22,['1599072204649828352'],1599072204649828352,Is it just me or is #ChatGPT truncating the number of characters per reply?,7.720000000000001
23,['1599071001672699904'],1599071001672699904,OpenAI announces dialogue-based AI chat interface #Openai #Rlhf #Instructgpt #ChatGPT #Internet #AIChat #GPT3  https://t.co/Px7U9ZwRIW,0.0
24,['1599070985940275200'],1599070985940275200,OpenAI announces dialogue-based AI chat interface #Openai #Rlhf #Instructgpt #ChatGPT #Internet #AIChat #GPT3  https://t.co/bm7YPemaZ5,0.0
25,['1599070982345326593'],1599070982345326592,"I asked @OpenAI’s #ChatGPT to write a dramatic scenario of the downfall of Mohammed Bin Salman, here is the answer: 🤯",0.0
26,['1599070865865723904'],1599070865865723904,"What is OpenAI-ChatGPT | Optimizing Language Models for Dialogue | Openai GPT3.
#OpenAIChat #chatgpt #openai #AI #GPT3 https://t.co/Y8UZ9UUxiU",45.879999999999995
27,['1599070000035246080'],1599070000035246080,"I think, most people are amazed what #ChatGPT can answer then. But real breakthrough here is in human-computer interface. Finally we have something we can interact naturally, using common language.",30.31
28,['1599069954493775873'],1599069954493775872,"Where is CatGPT?
#ChatGPT",0.0
29,['1599069659034112000'],1599069659034112000,"Had #ChatGPT write a lightweight Tetris class with traditional rules as well as a combo system.  It then showed me examples on implementing a genetic heuristic for optimal play.  As we iterated, it suggests pivoting to a neural network and provided implementation.  This is wild.",71.84
30,['1599069274005737472'],1599069274005737472,"OMG OMG. I've been reading tweets on #ChatGPT, have never been more excited about leveraging a particular tech and I thought I've seen enough, but this one is perhaps the most incredible use case performed! Revolutionary work by @OpenAI @elonmusk. Hell yeah! ❤️ https://t.co/IW45BJ3Ukn",-77.89
31,['1599068909126430721'],1599068909126430720,"Three years ago I made some public facing predictions about GPT and I got a lot of negative feedback and cruelty for these predictions which have now been validated

https://t.co/IBgDxaDAKn

#chatGPT",-77.17
32,['1599068782348992513'],1599068782348992512,"@bone00afide In case it was not clear those were not my views, it was #ChatGPT.  I agree 100% and I believe the essay written by the computer mostly did as well...",34.339999999999996
33,['1599068755660718080'],1599068755660718080,Now using #ChatGPT to summarize movie plots to know if it's worth my time.,22.63
34,['1599068736345948161'],1599068736345948160,Just used #ChatGPT to write docs for our smart contract at @TalentLayer!!!!!!! GUYS!!! This is so cool. https://t.co/DALLHiIVku,78.2
35,['1599068041001566211'],1599068041001566208,"Yes, #ChatGPT is cool, but when someone like @StabilityAI launches an open-source equivalent with fine-tuning capabilities… THAT. IS. GONNA. CHANGE. EVERYTHING. FOREVER.",69.56
36,['1599067977009496065'],1599067977009496064,"#ChatGPT advice for solving #climatechange: 1) Reduce carbon emissions, 2) Increase energy efficiency, 3) Promote sustainable agriculture, 4) Protect and restore forests, 5) Invest in green technology, and 6) Educate and engage citizens. I would agree, not bad for an AI!",96.72
37,['1599067858147110912'],1599067858147110912,"The #ChatGPT AI by @OpenAI is so good!
It is such an amazing conversation. I may not be able to have such intellectual conversations with any human that I know!",90.86
38,['1599067848457875456'],1599067848457875456,"when working on challenge 9 of #flareon9 ""encryptor"", the hardest part for me was recognizing the RSA algorithm.
so, obviously, I'm going to see if #ChatGPT could have helped.

the input was ""what does this code do"" plus the output of IDA-8.1-free decompiler.

TL;DR OMG!

1/10",15.110000000000001
39,['1599067534325841920'],1599067534325841920,@SimonGadbois I wonder if #ChatGPT can do it... (my current answer to everything),0.0
40,['1599067210076475392'],1599067210076475392,"Eventually grant reviewers can use technologies like #ChatGPT to review the proposals, provide feedback, etc. Essentially it just turns into a loop of computers going back and forth to fit previous models and workflows for carrot and stick style grant programs...",84.02
41,['1599066975363207168'],1599066975363207168,"All the brouhaha around #ChatGPT got me worried a bit about some types of academic assessments. So fed it a few basic social policy questions. Rubbish answers in each case, genuinely don’t understand the excitement. #AcademicTwitter",25.0
42,['1599066800976642048'],1599066800976642048,#ChatGPT is not AI,0.0
43,['1599066654897745921'],1599066654897745920,"A software developer, a software engineer and programmer walk into a bar… #ChatGPT continue the joke please.",54.230000000000004
44,['1599066022975139840'],1599066022975139840,Some additional thoughts on my grant proposal experiment. The use of #ChatGPT for this purpose puts me at a competitive edge for now. I can knock out meaningless steps that don't have any benefit to the project's final outcome. And... https://t.co/8PcZ3184kg,-29.14
45,['1599065932306989057'],1599065932306989056,@goldk3y_ @Richheartfarmer @RichardHeartWin RT @goldk3y_: Congrats on the win! #HEX #HEXBirthday #Hexicans $HEX #ChatGPT #Crypto #Cryptocurrency,81.72
46,['1599065850853605376'],1599065850853605376,"@xiPJ @10cumsu ""Excited to be part of the #ChatGPT community! Looking forward to seeing what this language model can do. #AI #LanguageModeling""",40.03
