,edit_history_tweet_ids,id,tweet,sentiment
0,['1598732757093404672'],1598732757093404672,"#ChatGPT, what's the best way to scale #nostr? https://t.co/hFvBkeezQf",63.690000000000005
1,['1598732637383917569'],1598732637383917568,"""JavaScript peeps, beware of global variables and type coercion! These sneaky pitfalls can cause some major headaches if you're not careful. Stay sharp and avoid these common mistakes for smooth sailing in your code. #javascript #coding #debugging"" ~ #ChatGPT",-74.58
2,['1598732634439327745'],1598732634439327744,"I've asked #ChatGPT to imagine a conversation between @elonmusk and God 
@OpenAI https://t.co/1dOhv1sH3s",27.32
3,['1598732583806066690'],1598732583806066688,"It's ChatGPT era !!!
#ChatGPT #OpenAI https://t.co/xsyvYURKjL",0.0
4,['1598732534199697408'],1598732534199697408,Know ur roots #ChatGPT https://t.co/K1WmrPCMUr,0.0
5,['1598732465454997504'],1598732465454997504,"Is this how future Human-AI collaboration can look like? #ChatGPT even understands how to build weighted multi-prompts for #midjourney with some guidance. Even though it ignored my ""ugly hands"" negative prompt request. ChatGPT probably knows diffusion models can't draw hands 😅 https://t.co/UNaubQm9C9",-83.64
6,['1598732455288397824'],1598732455288397824,One day after the launch of #ChatGPT … just marking the day in history.,0.0
7,['1598732443514990593'],1598732443514990592,"Interestingly, no inference or decision-making in @OpenAI's #ChatGPT.
In line with the assertion that it's auto-complete (or generative model), but not an inference engine. https://t.co/pzw2yW9Z7y",6.4399999999999995
8,['1598732423134466050'],1598732423134466048,"#XSS: I asked #OpenAI 

""Explain types of Cross-Site Scripting to a 5 year old kid. ""

This makes me feel good. #ChatGPT https://t.co/kkWFxq0Kko",44.04
9,['1598732223212974081'],1598732223212974080,"Cooking doesn't seem the strong suit of #ChatGPT even for a simple dish, that's likely even in it's training set , it gets it wrong. https://t.co/sf1jrRLcH0",-70.05
10,['1598732217324183552'],1598732217324183552,Wow #openai #ChatGPT writing a #threejs scene loading an FBX and adding Orbit Controls in seconds 🤯 https://t.co/sYX8KiW4Qr,58.589999999999996
11,['1598732129797832704'],1598732129797832704,"What a great (and very weird) time to be alive! Train your own AI models to chat with yourself with #ChatGPT @OpenAI , and look at your own pictures (trained with a set of 20) that you've never seen (!) w/@openart_ai via @StableDiffusion https://t.co/UzLskREtL4",74.22999999999999
12,['1598732050051125248'],1598732050051125248,don’t shoot the messenger. 🤷🏻 #chatgpt https://t.co/gU9goY4mjm,-34.0
13,['1598732023295873030'],1598732023295873024,"Have to admit. All of us feeling the pinch of #ChatGPT automating the prompts we’ve spent so many hours on manually, is exactly how artists feel about #AIart when they see all their blood, sweat and tears duplicated in seconds.",10.27
14,['1598732014928044032'],1598732014928044032,"The #Singularity, like the wolf, has been invoked so frequently before it shows up that it’s real appearance might surprise us all.

#AI

#ChatGPT https://t.co/Tq5lPuB2E9",55.74
15,['1598731934653452305'],1598731934653452288,"Found an excerpt from Sauron’s diary
#ChatGPT https://t.co/d4G7wgSM5A",0.0
16,['1598731910104375296'],1598731910104375296,"Well, #ChatGPT seems to be optimistic that we’ll be able to cure aging soon, but doesn’t want to admit it! https://t.co/uj71F05q3W",63.0
