,edit_history_tweet_ids,id,tweet,sentiment
0,['1598362531902509058'],1598362531902509056,"I'm feeling the unease echos of March 11, 2020.
#ChatGPT #OpenAI https://t.co/L1GxEFKFg0",-29.599999999999998
1,['1598362371118235648'],1598362371118235648,"I guess we’re all having some fun with #ChatGPT I’ve tried some style transfers. Pretty nice (and fun), though after a while themes stock phrases are reused. https://t.co/3SAdgO9yxt",91.18
2,['1598362118839013381'],1598362118839013376,"#ChatGPT is like someone has absorbed the soul of Johnny 5 and taken GitHub Co-Pilot and set patience level to 97 and then just, given it to us. https://t.co/66kpIi13Sc",36.120000000000005
3,['1598362001243181056'],1598362001243181056,"#ChatGPT developed a Python solution that answers the first #AdventOfCode2022 question all by itself! 

Mind blown! 🤯

Check out ChatGPT's solution below 👇",63.51
4,['1598361976782131203'],1598361976782131200,"So I asked the new @OpenAI's ChatGPT to give me a rap battle between @sachin_rt &amp; Don Bradman.

Here's what I got

#cricketTwitter #IndianCricketTeam #Australia #ICC #GPT #ChatGPT https://t.co/t4YXUwplF5",-38.18
5,['1598361952132411392'],1598361952132411392,"Testing out the new chatgpt from openai to do a breadth first search using gremlin, this is a huge evolution in ai and also human history..... #OpenAI #ChatGPT https://t.co/ZBslazj1UZ",31.819999999999997
6,['1598361858045579269'],1598361858045579264,"#ChatGPT #AIArtistCommunity 

Sol Lewitt and Burroughs, wow.. https://t.co/85J8Q2TadN",58.589999999999996
7,['1598361823702667264'],1598361823702667264,I asked #ChatGPT to write a black metal song about the replication crisis https://t.co/ettI6XZ9uJ,-62.49
8,['1598361649584406530'],1598361649584406528,"#ChatGPT: Sure Tony, no problem. Don't forget your roles and policies now!

Me: ...",67.22
9,['1598361431799259136'],1598361431799259136,Hi #ChatGPT. Write an #AWS #CloudFormation template that can forward events from the default event bus in us-east-1 to the default event bus in us-west-2. https://t.co/Wbhfwe6gaA,0.0
10,['1598361283761475584'],1598361283761475584,"Here's @govind201 and me doting over GPT3 to decide if I should open my impulse-bought Xbox or return it.

Next you know when Govind feels lonely, he forgets he has a wife and only talks to #ChatGPT https://t.co/HpesL4R8qR",-36.120000000000005
11,['1598361073526050816'],1598361073526050816,"My TL today is full of #ChatGPT, and I’m not bored yet. Truly amazing what you’ve created @OpenAI and @sama 🫡",63.79
12,['1598360890474127360'],1598360890474127360,#ChatGPT - braking the filter.... plan an art heist https://t.co/BWxZTz2QsD,0.0
13,['1598360833033371648'],1598360833033371648,"if you looking for someone, who can design your portfolio website. You are in the right place
More Info/ Order Now
#fiverr: https://t.co/8rQXkh3kxr
#portfolio #portfoliodesign #resume #website #portfolio #website 
#AlmostFriday #ChatGPT #ThirstyThursday #FavoriteVerse https://t.co/bCaruMYyGr",0.0
14,['1598360466744492032'],1598360466744492032,Great. I finally had time to try this out and you all broke it. #ChatGPT https://t.co/cnuDUzkpIS,31.819999999999997
15,['1598360350134571014'],1598360350134571008,#ChatGPT can teach you how to do #NLP in #R 🧐 https://t.co/ifHKaH8zSY,0.0
16,['1598360176116916224'],1598360176116916224,What could be missing here? Existential risks in order of importance - according to ChatGPT. #ChatGPT https://t.co/v2rodqaaY5,-20.23
17,['1598359947665817600'],1598359947665817600,"Does fire conduct current 🔥 

Not a light question to answer, it would bring many conversations partners to a halt. 

But not ChatGPT. Totally impressed by its capabilities. 

#chat #ChatGPT #openai @OpenAI https://t.co/kuBOY1KliW https://t.co/xwLOz9OaMu",-72.33000000000001
18,['1598359897032347650'],1598359897032347648,Amazed by the possibilities with #ChatGPT - AI just leveled up! https://t.co/HMIwnB1tql,54.11
19,['1598359774105567234'],1598359774105567232,@OpenAI and #ChatGPT are currently blowing my mind (and everyone else’s it appears) this feels like a pivotal moment in tech history.,36.120000000000005
