,edit_history_tweet_ids,id,tweet,sentiment
0,['1599457913424474119'],1599457913424474112,"@QuaiNetwork This is a genuine response of AI's #ChatGPT, he really understands the #QuaiNetwork blockchain potential and all the benefits it has in terms of security and blockchain adoption.",61.24000000000001
1,['1599457846567239680'],1599457846567239680,"Recapping my recent #chatgpt developments. I made Echo Terminal, Xylda RPG game, Super AI with STM and LTM, Universal Simulations SIMs Engine, and Sundown Outlaws RPG western. 👉https://t.co/7JUgHb3R0c #gptchat #gpt3 #ai #chatgpt https://t.co/EnRkfm8LNK",59.940000000000005
2,['1599457690375180288'],1599457690375180288,Check out this article that ChatGPT wrote for me: https://t.co/ZgYfaY06ws #ChatGPT,0.0
3,['1599457643768135682'],1599457643768135680,"Another interesting and exciting move for QuaiNetwork ecosystem, Artificial intelligence if act according through #CHATGPT will reduce biological stresses and improve work proficiency https://t.co/ScggGhNLpI",83.6
4,['1599457578924531712'],1599457578924531712,"""The crow, captivated,
Stares into the swirling uncertainty of the future,
Takes flight into the unknown""
-- #ChatGPT
#midjourney #TheBeastsofAI https://t.co/m10DOikXrF",5.16
5,['1599457298396872704'],1599457298396872704,#ChatGPT  is apparently not good at math :) https://t.co/tt2PUDpqwO,15.160000000000002
6,['1599457242272538624'],1599457242272538624,@QuaiNetwork The accuracy of #CHATGPT is phenomenal..none could do it better,44.04
7,['1599457197356093440'],1599457197356093440,"@MattNiessner I was expecting this thread to end in the point that all this has just been fixed by #ChatGPT

Go ahead, run any statement through it and ask it to rewrite in an academic style. Then in French.

The playing field is level now",20.23
8,['1599457159242055682'],1599457159242055680,How polite should one be when talking to #ChatGPT? 🤔,0.0
9,['1599457158785273856'],1599457158785273856,"Oh. dear God. 

#ChatGPT https://t.co/XM6ltOAIDR",57.19
10,['1599457124920135680'],1599457124920135680,"#ChatGPT conversation is fascinating. Will be transformational for workflows in many spaces, especially marketing.

Won't make humans obsolete, will just change how people get the job done, just like many other technological advances already have.",78.38000000000001
11,['1599456988400058370'],1599456988400058368,"""#ChatGPT has become social media's latest favorite tool for getting answers online. But some have warned bad actors could take advantage of the bot."" #ArtificialIntelligence  https://t.co/pz4AJ0kW7S",-70.96000000000001
12,['1599456964639019008'],1599456964639019008,"We asked Open AI's #ChatGPT what it thought of the unique architecture that #Quai has implemented to solve the blockchain trilemma...💻

What do you think of its response?👀

#QuaiNetwork @QuaiNetwork",20.23
13,['1599456896997806086'],1599456896997806080,"I've been putting off upgrading my home server, and now I'm glad I waited. This is so much better than having 9 blog tabs open to figure out how to configure for my specific use case  @OpenAI #ChatGPT https://t.co/5mEt83iX8y",73.34
14,['1599456882951081984'],1599456882951081984,"Future is highly unpredictable
Drastically changing
• driverless #autonomousvehicles   are near
• #drone delivery is near
• Companies buying lands in #metaverse 
• Celebrity selling their #nfts 
• #codex  can write it's own code 
• quirky chatbot #chatgpt  went online",0.0
15,['1599456860389924864'],1599456860389924864,"Not bad.

#ChatGPT #Shopify #Saas https://t.co/LiQ7P6bLP2",43.1
16,['1599456722573094914'],1599456722573094912,@QuaiNetwork #ChatGPT is bullish on #QuaiNetwork,0.0
17,['1599456711383068673'],1599456711383068672,"Also interesting: once you dig deeper in a particular topic, #ChatGPT understand the context. So even if you only ask a one worded question, you’ll get the correct answer.

E.g.: when you chat about the metaverse and then ask “wallets?”, it  answers in the context of metaverse",40.19
18,['1599456551055810560'],1599456551055810560,"I had to check if it was five days. It feels a lot longer. What a lot of us saw this week was not about ChatGPT, but about what this latest version revealed to us about the future. 

#OpenAI #ChatGPT #AGIShock",0.0
19,['1599456514070089729'],1599456514070089728,"@QuaiNetwork What that's fascinating move, #ChatGPT will solve the problem and prevent wallet hack",40.19
20,['1599456511385665536'],1599456511385665536,"Who needs @PerfumeAds or an actual ad agency when you can just generate this stuff using #ChatGPT. And easily iterate until it is weird enough to be a viable as an actual perfume ad.

Cocaine demand is so going to drop. https://t.co/YngbZ38wI6",-28.78
21,['1599456440833318912'],1599456440833318912,@QuaiNetwork @QuaiNetwork whatever #chatGPT says is true. Security and driving adoption should be the bedrock of blockchain development.,63.690000000000005
22,['1599456173908164609'],1599456173908164608,"#ChatGPT is the beginning of revolution in education. It is the ultimate teacher. 
https://t.co/fvxvJD5EFf",0.0
23,['1599456167578959872'],1599456167578959872,"AI is here...

• Learn it.
• Use it.
• Innovate it.

Example: Write a haiku poem about Zapier

#openai #chatgpt #zapier #haiku #poem https://t.co/GEl2E1g9VE",49.39
24,"['1599455687909994496', '1599456159332589569']",1599456159332589568,"""The world is a beautiful place, and we can all make it better if we work together ❤️ #LoveIsTheAnswer #SpreadTheLove"" 

#ChatGPT probably (@polina_marinova) https://t.co/3UimvJVUZJ",77.83
25,['1599456047772860416'],1599456047772860416,@elonmusk ChatGPT is really disheartened... #ChatGPT #OpenAI https://t.co/13E53dA0Vw,-54.13
26,['1599455863034372096'],1599455863034372096,"Widespread use of a tool like #ChatGPT for queries would undoubtedly improve user convenience, but it would also remove one more level at which information (and its sources) can undergo human scrutiny, handing even more influence to the service itself.",40.19
27,['1599455818617073664'],1599455818617073664,"Couldn't wait to get up this morning, open ChatGPT and start building things. The company isn't bad either. #chatgpt #php",43.1
28,['1599455788090929155'],1599455788090929152,"#ChatGPT is cool, but imagining it as a Google disruptor is worrying. The output of both is dictated by unseen algorithms, but a search engine result is presented as one perspective of many, while AI chatbots make editorial calls and return supposedly complete answers.",-35.06
29,"['1599455687909994496', '1599456159332589569']",1599455687909994496,"""The world is a beautiful place, and we can all make it better if we work together ❤️ #LoveIsTheAnswer #SpreadTheLove"" 

#ChatGPT probably https://t.co/ihmSqJyxkr",77.83
30,['1599455675310297088'],1599455675310297088,"As I've been always saying - stop using underscore in your private class members :-)

Read my two cents here:
https://t.co/IV17YWU9rt

#chatgpt #dotnet #csharp https://t.co/beaqEWJJsL",2.58
31,['1599455588047814656'],1599455588047814656,Thanks to #ChatGPT I can now read key takeaways from many books without spending a penny! Not sure if authors like @nfergus would be totally thrilled about this. https://t.co/K7kj3jM070,78.59
32,['1599455273323679744'],1599455273323679744,"We asked Open AI's #ChatGPT what it thought of the unique architecture that #Quai has implemented to solve the blockchain trilemma...💻

What do you think of its response?👀

#QuaiNetwork #OpenAI #Crypto #EVM #Layer1 #Blockchain #BTC #ETH #ArtBasel #ETHDenver #WBSBangkok https://t.co/qpVhCIRsV9",20.23
